,resource,resource_type,direct_access,frequency,member_id,version,time_range,resolution,file_fullpath,file_basename,file_dirname
4495,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,014,v2,20150101-20151231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20150101_20151231_014.nc4,conus_daily_eighth_20150101_20151231_014.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4496,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,100,v2,20040101-20041231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20040101_20041231_100.nc4,conus_daily_eighth_20040101_20041231_100.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4497,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,100,v2,19810101-19811231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19810101_19811231_100.nc4,conus_daily_eighth_19810101_19811231_100.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4498,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,014,v2,20040101-20041231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20040101_20041231_014.nc4,conus_daily_eighth_20040101_20041231_014.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4499,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,087,v2,19950101-19951231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19950101_19951231_087.nc4,conus_daily_eighth_19950101_19951231_087.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4500,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,028,v2,20050101-20051231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20050101_20051231_028.nc4,conus_daily_eighth_20050101_20051231_028.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4501,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,079,v2,20110101-20111231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20110101_20111231_079.nc4,conus_daily_eighth_20110101_20111231_079.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4502,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,087,v2,20100101-20101231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20100101_20101231_087.nc4,conus_daily_eighth_20100101_20101231_087.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4503,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,037,v2,19850101-19851231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19850101_19851231_037.nc4,conus_daily_eighth_19850101_19851231_037.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4504,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,080,v2,20150101-20151231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20150101_20151231_080.nc4,conus_daily_eighth_20150101_20151231_080.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4505,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,037,v2,20030101-20031231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20030101_20031231_037.nc4,conus_daily_eighth_20030101_20031231_037.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4506,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,057,v2,20090101-20091231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20090101_20091231_057.nc4,conus_daily_eighth_20090101_20091231_057.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4507,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,009,v2,20130101-20131231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20130101_20131231_009.nc4,conus_daily_eighth_20130101_20131231_009.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4508,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,025,v2,20150101-20151231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20150101_20151231_025.nc4,conus_daily_eighth_20150101_20151231_025.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4509,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,002,v2,19940101-19941231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19940101_19941231_002.nc4,conus_daily_eighth_19940101_19941231_002.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4510,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,067,v2,19850101-19851231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19850101_19851231_067.nc4,conus_daily_eighth_19850101_19851231_067.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4511,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,097,v2,19870101-19871231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19870101_19871231_097.nc4,conus_daily_eighth_19870101_19871231_097.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4512,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,054,v2,19870101-19871231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19870101_19871231_054.nc4,conus_daily_eighth_19870101_19871231_054.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4513,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,090,v2,20080101-20081231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20080101_20081231_090.nc4,conus_daily_eighth_20080101_20081231_090.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4514,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,030,v2,19950101-19951231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19950101_19951231_030.nc4,conus_daily_eighth_19950101_19951231_030.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4515,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,023,v2,19860101-19861231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19860101_19861231_023.nc4,conus_daily_eighth_19860101_19861231_023.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4516,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,035,v2,19800101-19801231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19800101_19801231_035.nc4,conus_daily_eighth_19800101_19801231_035.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4517,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,044,v2,20100101-20101231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20100101_20101231_044.nc4,conus_daily_eighth_20100101_20101231_044.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4518,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,096,v2,19850101-19851231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19850101_19851231_096.nc4,conus_daily_eighth_19850101_19851231_096.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4519,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,032,v2,20120101-20121231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20120101_20121231_032.nc4,conus_daily_eighth_20120101_20121231_032.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4520,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,058,v2,20000101-20001231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20000101_20001231_058.nc4,conus_daily_eighth_20000101_20001231_058.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4521,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,074,v2,20090101-20091231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20090101_20091231_074.nc4,conus_daily_eighth_20090101_20091231_074.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4522,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,042,v2,20020101-20021231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20020101_20021231_042.nc4,conus_daily_eighth_20020101_20021231_042.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4523,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,071,v2,19930101-19931231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19930101_19931231_071.nc4,conus_daily_eighth_19930101_19931231_071.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4524,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,052,v2,19830101-19831231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19830101_19831231_052.nc4,conus_daily_eighth_19830101_19831231_052.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4525,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,009,v2,19870101-19871231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19870101_19871231_009.nc4,conus_daily_eighth_19870101_19871231_009.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4526,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,037,v2,19940101-19941231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19940101_19941231_037.nc4,conus_daily_eighth_19940101_19941231_037.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4527,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,095,v2,20060101-20061231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20060101_20061231_095.nc4,conus_daily_eighth_20060101_20061231_095.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4528,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,051,v2,20030101-20031231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20030101_20031231_051.nc4,conus_daily_eighth_20030101_20031231_051.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4529,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,094,v2,19920101-19921231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19920101_19921231_094.nc4,conus_daily_eighth_19920101_19921231_094.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4530,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,015,v2,20140101-20141231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20140101_20141231_015.nc4,conus_daily_eighth_20140101_20141231_015.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4531,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,020,v2,20110101-20111231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20110101_20111231_020.nc4,conus_daily_eighth_20110101_20111231_020.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4532,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,015,v2,20070101-20071231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20070101_20071231_015.nc4,conus_daily_eighth_20070101_20071231_015.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4533,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,021,v2,20160101-20161231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20160101_20161231_021.nc4,conus_daily_eighth_20160101_20161231_021.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4534,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,027,v2,19880101-19881231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19880101_19881231_027.nc4,conus_daily_eighth_19880101_19881231_027.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4535,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,013,v2,19800101-19801231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19800101_19801231_013.nc4,conus_daily_eighth_19800101_19801231_013.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4536,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,034,v2,19970101-19971231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19970101_19971231_034.nc4,conus_daily_eighth_19970101_19971231_034.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4537,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,099,v2,20050101-20051231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20050101_20051231_099.nc4,conus_daily_eighth_20050101_20051231_099.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4538,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,086,v2,20080101-20081231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20080101_20081231_086.nc4,conus_daily_eighth_20080101_20081231_086.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4539,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,085,v2,19930101-19931231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19930101_19931231_085.nc4,conus_daily_eighth_19930101_19931231_085.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4540,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,083,v2,19890101-19891231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19890101_19891231_083.nc4,conus_daily_eighth_19890101_19891231_083.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4541,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,075,v2,19810101-19811231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19810101_19811231_075.nc4,conus_daily_eighth_19810101_19811231_075.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4542,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,068,v2,19950101-19951231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19950101_19951231_068.nc4,conus_daily_eighth_19950101_19951231_068.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4543,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,009,v2,20040101-20041231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20040101_20041231_009.nc4,conus_daily_eighth_20040101_20041231_009.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4544,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,098,v2,20100101-20101231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20100101_20101231_098.nc4,conus_daily_eighth_20100101_20101231_098.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4545,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,095,v2,20030101-20031231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20030101_20031231_095.nc4,conus_daily_eighth_20030101_20031231_095.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4546,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,054,v2,20050101-20051231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20050101_20051231_054.nc4,conus_daily_eighth_20050101_20051231_054.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4547,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,062,v2,20110101-20111231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20110101_20111231_062.nc4,conus_daily_eighth_20110101_20111231_062.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4548,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,092,v2,20040101-20041231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20040101_20041231_092.nc4,conus_daily_eighth_20040101_20041231_092.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4549,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,088,v2,19980101-19981231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19980101_19981231_088.nc4,conus_daily_eighth_19980101_19981231_088.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4550,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,096,v2,20010101-20011231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20010101_20011231_096.nc4,conus_daily_eighth_20010101_20011231_096.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4551,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,042,v2,19840101-19841231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19840101_19841231_042.nc4,conus_daily_eighth_19840101_19841231_042.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4552,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,092,v2,20140101-20141231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20140101_20141231_092.nc4,conus_daily_eighth_20140101_20141231_092.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4553,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,051,v2,20150101-20151231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20150101_20151231_051.nc4,conus_daily_eighth_20150101_20151231_051.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4554,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,021,v2,20130101-20131231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20130101_20131231_021.nc4,conus_daily_eighth_20130101_20131231_021.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4555,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,092,v2,19940101-19941231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19940101_19941231_092.nc4,conus_daily_eighth_19940101_19941231_092.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4556,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,076,v2,20070101-20071231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20070101_20071231_076.nc4,conus_daily_eighth_20070101_20071231_076.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4557,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,070,v2,20140101-20141231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20140101_20141231_070.nc4,conus_daily_eighth_20140101_20141231_070.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4558,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,062,v2,19940101-19941231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19940101_19941231_062.nc4,conus_daily_eighth_19940101_19941231_062.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4559,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,034,v2,20030101-20031231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20030101_20031231_034.nc4,conus_daily_eighth_20030101_20031231_034.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4560,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,065,v2,19990101-19991231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19990101_19991231_065.nc4,conus_daily_eighth_19990101_19991231_065.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4561,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,018,v2,19850101-19851231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_19850101_19851231_018.nc4,conus_daily_eighth_19850101_19851231_018.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4562,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,063,v2,20120101-20121231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20120101_20121231_063.nc4,conus_daily_eighth_20120101_20121231_063.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
4563,v2_landmask:GMET_V2:posix:/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/,posix,True,daily,034,v2,20000101-20001231,eighth,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/conus_daily_eighth_20000101_20001231_034.nc4,conus_daily_eighth_20000101_20001231_034.nc4,/glade/p/ral/hap/anewman/conus_v1p2/eighth/v2_landmask/
